origin,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,dep_delay,arr_delay
PDX,6.2900651465798045,0.0,11.51742671009772,0.0,13.383821932681867,24.800380021715526,31.193213897937024
PGD,7.703742203742204,0.0,7.701663201663202,0.0,17.738045738045738,30.715176715176714,33.143451143451145
PGV,6.031175059952038,0.0,8.577937649880097,0.0,18.805755395683452,29.767386091127097,33.41486810551559
PHF,5.5532435740514074,0.0,8.247246022031824,0.0,22.510403916768666,35.61689106487148,36.3108935128519
PHL,7.6943839894019685,0.0,11.717330620741862,0.0,16.329674489023468,29.095405942467828,35.7413890991673
PHX,8.42040487942769,0.0,7.179586422840244,0.0,17.463697840788015,31.744025745286915,33.06547217812955
PIA,4.617942768754833,0.0,11.065738592420727,0.0,20.038669760247487,28.667440061871616,35.722351121423046
PIB,2.6640625,0.0,6.0625,0.0,30.1015625,37.609375,38.828125
PIE,8.78881469115192,0.0,6.885642737896494,0.0,16.29465776293823,28.40567612687813,31.969115191986646
PIH,1.1666666666666667,0.0,11.074074074074074,0.0,20.950617283950617,23.450617283950617,33.19135802469136
PIR,1.564102564102564,0.0,8.102564102564102,0.0,27.76923076923077,34.12820512820513,37.43589743589744
PIT,4.584607411246437,0.0,13.83933661570355,0.0,15.811522847024273,26.577265267340415,34.23546687397426
PLN,1.8402777777777777,0.0,4.923611111111111,0.0,32.19444444444444,39.03472222222222,38.958333333333336
PNS,4.568627450980392,0.0,9.55187908496732,0.0,19.665849673202615,29.342728758169933,33.78635620915033
PPG,18.372093023255815,0.0,0.3488372093023256,0.0,7.511627906976744,19.906976744186046,26.232558139534884
PQI,3.1595744680851063,0.0,21.74468085106383,0.0,8.819148936170214,28.04255319148936,33.723404255319146
PRC,6.386861313868613,0.0,13.613138686131387,0.0,13.058394160583942,21.934306569343065,33.058394160583944
PSC,2.7323353293413173,0.0,11.929940119760479,0.0,18.452694610778444,26.49820359281437,33.11497005988024
PSE,1.3665338645418326,0.0,6.039840637450199,0.0,35.62151394422311,42.103585657370516,43.02788844621514
PSG,2.2371794871794872,0.0,8.365384615384615,0.0,23.21153846153846,26.205128205128204,33.81410256410256
PSM,7.230088495575221,0.0,12.247787610619469,0.0,15.584070796460177,27.97345132743363,35.06194690265487
PSP,4.721598002496879,0.0,12.104868913857677,0.0,16.652101539741988,29.286308780690803,33.478568456096546
PUB,1.0896226415094339,0.0,12.18867924528302,0.0,22.264150943396228,24.080188679245282,35.54245283018868
PUW,2.233243967828418,0.0,11.075067024128685,0.0,19.447721179624665,30.222520107238605,32.75603217158177
PVD,5.137101877241088,0.0,11.622864374604514,0.0,18.54018139632989,29.855304788019406,35.30014764817549
PVU,6.705128205128205,0.0,5.7243589743589745,0.0,22.78846153846154,33.506410256410255,35.217948717948715
PWM,4.1915961945031714,0.0,13.25977801268499,0.0,18.522991543340382,29.6553911205074,35.97436575052854
RAP,4.129682997118156,0.0,11.867435158501442,0.0,20.211815561959654,28.438040345821324,36.20893371757925
RDD,1.4761904761904763,0.0,16.210884353741495,0.0,18.744897959183675,31.285714285714285,36.43197278911565
RDM,2.665840356965791,0.0,14.613287059990084,0.0,16.48636588993555,26.301437778879524,33.76549330689142
RDU,6.558786848072562,0.0,12.144614512471655,0.0,16.33078231292517,29.849263038548752,35.034183673469386
RFD,6.894230769230769,0.0,9.173076923076923,0.0,18.153846153846153,29.028846153846153,34.22115384615385
RHI,0.8210526315789474,0.0,10.652631578947368,0.0,18.126315789473683,23.063157894736843,29.6
RIC,5.153963414634147,0.0,13.261640798226164,0.0,16.99057649667406,29.282289356984478,35.40618070953437
RKS,1.4310344827586208,0.0,15.077586206896552,0.0,17.775862068965516,22.155172413793103,34.28448275862069
RNO,4.990080122090805,0.0,10.02212895841282,0.0,18.545402518122852,29.02441816100725,33.55761159862648
ROA,5.964835164835165,0.0,10.095054945054946,0.0,19.928571428571427,32.4478021978022,35.988461538461536
ROC,4.2466439135381115,0.0,12.960637087599546,0.0,19.617519908987486,31.406143344709896,36.82480091012514
ROP,9.666666666666666,0.0,4.833333333333333,0.0,11.5,22.0,26.0
ROW,4.214285714285714,0.0,8.023809523809524,0.0,21.442857142857143,28.63809523809524,33.680952380952384
RST,3.269449715370019,0.0,12.92314990512334,0.0,19.516129032258064,26.25426944971537,35.708728652751425
RSW,5.8761230601687995,0.0,10.301116253743533,0.0,18.925946093111897,33.66675741900354,35.10318540702423
SAF,3.759927797833935,0.0,10.588447653429602,0.0,22.6028880866426,29.73826714801444,36.95126353790614
SAN,5.731500535023459,0.0,9.71335089307762,0.0,17.650465058852582,29.801135895958517,33.09531648695366
SAT,6.195164452189066,0.0,9.033870616423437,0.0,18.1212154214768,30.886190372467873,33.35025049008931
SAV,5.222806095638465,0.0,11.048870204939568,0.0,19.438255386232264,32.61429322122964,35.7099316868103
SBA,2.8359821996185635,0.0,11.239669421487603,0.0,22.075651621106168,32.221869040050855,36.151303242212336
SBN,7.159375,0.0,11.000625,0.0,16.079375,28.93,34.239375
SBP,3.2110591900311527,0.0,11.774143302180685,0.0,20.9291277258567,30.52570093457944,35.914330218068535
SBY,8.082010582010582,0.0,9.957671957671957,0.0,17.54232804232804,31.75925925925926,35.58201058201058
SCC,2.696969696969697,0.0,6.363636363636363,0.0,24.585858585858585,28.22222222222222,33.64646464646464
SCE,3.6226415094339623,0.0,11.054384017758046,0.0,22.705882352941178,32.93007769145394,37.38290788013319
SCK,7.036585365853658,0.0,5.251219512195122,0.0,22.773170731707317,34.114634146341466,35.0609756097561
SDF,5.710349962769918,0.0,12.285629188384215,0.0,16.14326135517498,27.869545793000743,34.139240506329116
SEA,6.995020434075308,0.0,10.57334444312185,0.0,13.957802642542555,25.63682894893465,31.52616751973971
SFB,9.5080064051241,0.0,7.541232986389112,0.0,15.22017614091273,27.70096076861489,32.26941553242594
SFO,6.403832116788321,0.0,10.883467153284672,0.0,18.3203102189781,31.269598540145985,35.60760948905109
SGF,5.54249815225425,0.0,12.219142645971914,0.0,17.263858093126387,27.09719142645972,35.02549889135255
SGU,2.9165009940357853,0.0,11.952286282306163,0.0,15.628230616302186,19.642147117296222,30.497017892644134
SHD,3.957894736842105,0.0,6.71578947368421,0.0,23.03157894736842,31.431578947368422,33.705263157894734
SHV,4.443943661971831,0.0,10.429295774647887,0.0,18.506478873239438,26.82760563380282,33.37971830985916
SIT,3.7885714285714287,0.0,7.1257142857142854,0.0,22.662857142857142,27.068571428571428,33.57714285714286
SJC,6.6478655711373325,0.0,8.313399641687774,0.0,17.822635448199172,29.41187372582937,32.783900661024276
SJT,4.378839590443686,0.0,6.201365187713311,0.0,22.965870307167236,32.774744027303754,33.54607508532423
SJU,7.08602863202545,0.0,7.468584305408272,0.0,21.645943796394487,34.596898197242844,36.20055673382821
SLC,7.109985922528495,0.0,10.460969074973889,0.0,14.36669542709232,27.632532582534854,31.937650424594704
SLN,2.2216494845360826,0.0,13.463917525773196,0.0,21.52061855670103,28.77319587628866,37.20618556701031
SMF,5.635246235246235,0.0,8.526902726902726,0.0,18.814245014245014,30.18713878713879,32.97639397639398
SMX,4.795454545454546,0.0,4.2727272727272725,0.0,25.227272727272727,31.954545454545453,34.29545454545455
SNA,4.9582743988684586,0.0,9.700040412204485,0.0,18.489593857344918,30.685997171145686,33.14790866841786
SPI,3.9565217391304346,0.0,12.934782608695652,0.0,18.164251207729468,25.809178743961354,35.05555555555556
SPN,7.8,0.0,4.875,0.0,16.275,27.658333333333335,28.95
SPS,3.9598214285714284,0.0,10.589285714285714,0.0,19.379464285714285,26.383928571428573,33.92857142857143
SRQ,4.870756402620607,0.0,11.986896962477665,0.0,18.541393686718283,30.87432995830852,35.39904705181656
STC,3.121212121212121,0.0,7.757575757575758,0.0,23.060606060606062,32.06060606060606,33.93939393939394
STL,8.281501340482574,0.0,9.102403293757181,0.0,16.03700689391038,30.843594408272693,33.420911528150135
STS,3.437564499484004,0.0,9.596491228070175,0.0,21.57688338493292,28.87409700722394,34.6109391124871
STT,4.316298342541437,0.0,8.49585635359116,0.0,22.75828729281768,31.54281767955801,35.57044198895028
STX,6.919811320754717,0.0,8.443396226415095,0.0,17.400943396226417,29.54245283018868,32.764150943396224
SUN,2.817629179331307,0.0,14.556231003039514,0.0,15.170212765957446,22.70516717325228,32.54407294832827
SUX,5.980535279805353,0.0,10.909975669099756,0.0,19.610705596107056,28.771289537712896,36.50121654501216
SWF,4.235154394299287,0.0,10.309976247030878,0.0,24.970308788598576,34.105700712589076,39.51543942992874
SWO,2.6885245901639343,0.0,9.385245901639344,0.0,21.21311475409836,26.78688524590164,33.28688524590164
SYR,3.6925322306008272,0.0,13.884942836292872,0.0,18.81634638774021,28.473850644612018,36.39382145463391
TLH,5.442485306465155,0.0,9.000839630562552,0.0,20.70193115029387,29.81360201511335,35.14525608732158
TOL,5.225118483412322,0.0,9.322274881516588,0.0,20.00473933649289,29.170616113744074,34.552132701421804
TPA,6.807855806835573,0.0,9.527291276993708,0.0,18.01405656634359,32.264014056566346,34.349203650172875
TRI,3.4591484464902185,0.0,9.017261219792866,0.0,22.860759493670887,31.81703107019563,35.33716915995397
TTN,8.484590860786398,0.0,11.278427205100957,0.0,18.596174282678003,35.214665249734324,38.35919234856536
TUL,4.604575976125342,0.0,10.11688634667993,0.0,19.33424521263367,28.21611539418055,34.05570753543895
TUS,5.14034620505992,0.0,10.083621837549934,0.0,17.700665778961383,29.91185086551265,32.92463382157124
TVC,3.600494233937397,0.0,10.894563426688633,0.0,22.799011532125206,31.689456342668862,37.29406919275124
TWF,3.331730769230769,0.0,12.274038461538462,0.0,16.721153846153847,22.27403846153846,32.32692307692308
TXK,3.606060606060606,0.0,9.41125541125541,0.0,21.61038961038961,29.593073593073594,34.62770562770563
TYR,3.9015873015873015,0.0,7.984126984126984,0.0,24.346031746031745,34.20634920634921,36.231746031746034
TYS,5.559192200557103,0.0,10.906685236768801,0.0,18.729572887650882,29.91573816155989,35.19545032497679
UIN,1.8421052631578947,0.0,11.567251461988304,0.0,23.23391812865497,30.46783625730994,36.64327485380117
USA,3.384105960264901,0.0,9.62251655629139,0.0,21.966887417218544,27.428256070640177,34.973509933774835
VEL,0.6595744680851063,0.0,9.340425531914894,0.0,31.27659574468085,36.255319148936174,41.276595744680854
VLD,2.43312101910828,0.0,9.464968152866241,0.0,20.61783439490446,26.426751592356688,32.51592356687898
VPS,4.795479009687837,0.0,9.885898815931109,0.0,19.698062432723358,29.334768568353066,34.379440258342306
WRG,1.3359375,0.0,8.1015625,0.0,25.6171875,27.1953125,35.0546875
WYS,0.24,0.0,8.12,0.0,19.32,22.64,27.68
XNA,3.7698412698412698,0.0,12.922104644326867,0.0,18.314520870076425,27.869194591416814,35.00646678424456
XWA,4.533333333333333,0.0,13.11111111111111,0.0,17.666666666666668,25.666666666666668,35.31111111111111
YAK,3.488372093023256,0.0,7.069767441860465,0.0,24.07751937984496,28.74418604651163,34.63565891472868
YKM,0.6879795396419437,0.0,16.539641943734015,0.0,15.05626598465473,27.49616368286445,32.28388746803069
YUM,3.4125,0.0,10.916666666666666,0.0,19.866666666666667,26.491666666666667,34.19583333333333
