origin,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,dep_delay,arr_delay
IAD,7.1029390045783485,0.0,12.52203022694826,0.0,13.5254762959681,24.667503569142912,33.15044552749471
IAG,7.6909090909090905,0.0,12.090909090909092,0.0,15.786363636363637,30.29090909090909,35.56818181818182
IAH,7.767686818920953,0.0,11.304783632259786,0.0,14.344222508069802,27.46202946387399,33.41669295925054
ICT,3.761509746992949,0.0,10.306926586478639,0.0,21.12567399419328,30.217751970136874,35.194110327664866
IDA,4.033955857385399,0.0,10.867572156196944,0.0,19.32427843803056,26.72156196943973,34.225806451612904
IFP,1.1538461538461537,0.0,18.76923076923077,0.0,7.0,4.923076923076923,26.923076923076923
ILM,4.234736218138708,0.0,9.944279786603438,0.0,21.698873740367517,32.95909899229401,35.87788974510966
IMT,3.203883495145631,0.0,7.019417475728155,0.0,27.067961165048544,34.728155339805824,37.29126213592233
IND,5.497941349466432,0.0,12.543987900176456,0.0,16.53701369632804,28.23149315183598,34.57894294597093
INL,0.47619047619047616,0.0,8.438095238095238,0.0,30.428571428571427,35.10476190476191,39.34285714285714
IPT,3.5125,0.0,12.01875,0.0,20.65625,28.58125,36.1875
ISN,3.581081081081081,0.0,14.645945945945947,0.0,15.159459459459459,19.66216216216216,33.38648648648649
ISP,7.523533204384268,0.0,11.32495164410058,0.0,16.11605415860735,30.456479690522244,34.9645390070922
ITH,4.581929555895865,0.0,12.269525267993874,0.0,18.35375191424196,31.052067381317,35.2052067381317
ITO,6.007299270072993,0.0,1.564963503649635,0.0,22.58248175182482,26.043795620437955,30.154744525547446
JAC,4.86180904522613,0.0,13.974036850921273,0.0,15.080402010050252,26.172529313232832,33.916247906197654
JAN,5.345363686840644,0.0,10.14047751249306,0.0,17.866740699611327,27.02332037756802,33.35258189894503
JAX,5.475143276022924,0.0,10.775423164067707,0.0,18.94815407170465,31.391043582566972,35.19872051179528
JFK,8.569496758258722,0.0,14.196881753627663,0.0,12.10429144797777,26.498301945044766,34.87066995986415
JHM,6.3908629441624365,0.0,4.33502538071066,0.0,19.406091370558375,24.903553299492387,30.131979695431472
JLN,3.674496644295302,0.0,12.39261744966443,0.0,15.708053691275168,21.392617449664428,31.7751677852349
JMS,2.2662337662337664,0.0,8.915584415584416,0.0,23.824675324675326,27.454545454545453,35.006493506493506
JNU,6.393654524089307,0.0,8.858989424206815,0.0,15.192714453584019,22.663924794359577,30.445358401880142
KOA,7.4580529385374605,0.0,6.262000897263347,0.0,17.20457604306864,25.086585912965454,30.92462987886945
KTN,4.83203125,0.0,9.1875,0.0,17.93359375,24.302734375,31.953125
LAN,4.228571428571429,0.0,10.227472527472527,0.0,21.036263736263738,29.676923076923078,35.49230769230769
LAR,1.609375,0.0,15.453125,0.0,17.1796875,18.84375,34.2421875
LAS,8.326059850374065,0.0,8.047292483078019,0.0,17.082539187744924,31.82267545422159,33.45589152119701
LAW,3.8410596026490067,0.0,9.486754966887418,0.0,21.7682119205298,28.294701986754966,35.09602649006622
LAX,7.784169706529955,0.0,9.492704328108054,0.0,15.85674849650005,30.241693778960858,33.13362253113806
LBB,4.79413680781759,0.0,7.999348534201954,0.0,21.25928338762215,31.153094462540718,34.05276872964169
LBE,4.83030303030303,0.0,13.545454545454545,0.0,13.236363636363636,25.666666666666668,31.612121212121213
LBF,0.9850746268656716,0.0,20.074626865671643,0.0,17.62686567164179,19.044776119402986,38.6865671641791
LBL,4.6,0.0,12.011764705882353,0.0,16.741176470588236,22.847058823529412,33.35294117647059
LCH,2.584045584045584,0.0,11.712250712250713,0.0,19.82051282051282,25.487179487179485,34.116809116809115
LCK,6.416666666666667,0.0,6.910919540229885,0.0,21.933908045977013,33.12068965517241,35.26149425287356
LEX,4.123766135155657,0.0,12.04062262718299,0.0,18.80675778283979,27.9415337889142,34.971146545178435
LFT,2.9954710144927534,0.0,12.664855072463768,0.0,18.517210144927535,23.471014492753625,34.177536231884055
LGA,5.7719531769956545,0.0,12.022119563089692,0.0,20.30074775868144,31.85917863994049,38.094820498766786
LGB,7.121140840929138,0.0,7.499852984416348,0.0,19.674507497794767,31.74095854160541,34.29550132314025
LIH,7.7866312527667105,0.0,4.577689243027889,0.0,17.53386454183267,23.642762284196547,29.898185037627268
LIT,4.736535662299854,0.0,11.011062590975255,0.0,17.593886462882097,26.330131004366812,33.341484716157204
LNK,3.180811808118081,0.0,13.182041820418204,0.0,18.771217712177123,24.72078720787208,35.134071340713405
LNY,5.2287694974003465,0.0,3.6065857885615253,0.0,25.440207972270365,29.32062391681109,34.27556325823224
LRD,2.746212121212121,0.0,10.471590909090908,0.0,21.56628787878788,27.075757575757574,34.78409090909091
LSE,2.6334841628959276,0.0,11.606334841628959,0.0,23.45022624434389,29.020361990950228,37.69004524886878
LWB,0.8833333333333333,0.0,9.9,0.0,30.883333333333333,34.266666666666666,41.666666666666664
LWS,2.6160714285714284,0.0,8.267857142857142,0.0,23.125,32.892857142857146,34.00892857142857
LYH,2.9098901098901098,0.0,9.083516483516483,0.0,21.463736263736262,30.476923076923075,33.457142857142856
MAF,4.848795489492568,0.0,7.649410558687852,0.0,22.340850845720144,32.032291132752434,34.83905689390056
MBS,3.7134146341463414,0.0,11.394308943089431,0.0,19.991869918699187,26.591463414634145,35.09959349593496
MCI,5.342205016533591,0.0,10.214049520122591,0.0,17.851923542221147,29.52907492539721,33.40817807887733
MCO,8.2079945799458,0.0,10.050417795844625,0.0,16.330453929539296,32.471262420957544,34.58886630532972
MDT,5.1676113360323885,0.0,12.432793522267206,0.0,18.326315789473686,28.30161943319838,35.92672064777328
MDW,11.504577822990845,0.0,6.552285403585084,0.0,14.807205247833865,33.09215280457431,32.86406847440979
MEI,2.2741433021806854,0.0,8.246105919003115,0.0,29.489096573208723,36.10591900311527,40.00934579439252
MEM,5.223032994923858,0.0,11.390545685279188,0.0,18.661484771573605,30.011104060913706,35.27506345177665
MFE,4.550603528319406,0.0,9.010213556174559,0.0,22.666666666666668,31.319405756731662,36.227483751160634
MFR,3.799901429275505,0.0,11.64514539181863,0.0,17.91030064070971,28.028092656481025,33.355347461803845
MGM,4.131208997188379,0.0,8.8912839737582,0.0,23.08622305529522,31.20149953139644,36.1087160262418
MHK,2.8045112781954886,0.0,10.75187969924812,0.0,25.411027568922307,32.037593984962406,38.96741854636591
MHT,4.479703186381493,0.0,11.36272370144042,0.0,18.2588389349629,27.860759493670887,34.10126582278481
MIA,9.117230810835174,0.0,11.154820390318655,0.0,12.661874070401586,27.392031369721007,32.93392527155542
MKE,5.404268367472096,0.0,12.104501410523733,0.0,16.6709186802404,28.304305163743408,34.179688458236235
MKG,0.6993006993006993,0.0,10.3006993006993,0.0,26.916083916083917,30.804195804195803,37.91608391608391
MKK,5.928571428571429,0.0,3.416256157635468,0.0,25.458128078817733,31.423645320197043,34.80295566502463
MLB,4.055555555555555,0.0,8.282608695652174,0.0,20.485507246376812,29.52415458937198,32.82367149758454
MLI,4.683842239185751,0.0,12.688295165394402,0.0,18.690203562340965,26.571246819338423,36.06234096692112
MLU,3.3640939597315436,0.0,9.912751677852349,0.0,21.22986577181208,28.06040268456376,34.506711409395976
MMH,2.3260869565217392,0.0,11.679347826086957,0.0,24.684782608695652,30.679347826086957,38.69021739130435
MOB,3.793766578249337,0.0,9.4973474801061,0.0,22.13395225464191,30.19297082228117,35.425066312997345
MOT,5.107660455486543,0.0,12.507246376811594,0.0,16.44513457556936,25.283643892339544,34.060041407867494
MQT,4.913907284768212,0.0,12.198675496688741,0.0,17.486754966887418,25.94039735099338,34.59933774834437
MRY,3.2033023735810113,0.0,11.140350877192983,0.0,20.666666666666668,28.867905056759547,35.01031991744066
MSN,3.6807081807081805,0.0,12.765567765567766,0.0,19.28205128205128,28.897435897435898,35.72832722832723
MSO,3.971025260029718,0.0,13.286032689450224,0.0,16.187964338781576,25.394502228826152,33.44502228826151
MSP,6.917493104864738,0.0,13.825714453377149,0.0,11.973211665982044,24.543277976644564,32.716419224223934
MSY,6.969932958623959,0.0,9.441999051940137,0.0,17.534367170041307,31.19841538565721,33.9462991806054
MTJ,3.164116828929068,0.0,10.890125173852573,0.0,22.445062586926287,30.03616133518776,36.499304589707926
MVY,9.197452229299364,0.0,9.770700636942674,0.0,15.254777070063694,29.54140127388535,34.22292993630573
MYR,4.003952569169961,0.0,13.27905138339921,0.0,17.505533596837946,32.559288537549406,34.78853754940712
OAJ,4.111111111111111,0.0,7.447121820615797,0.0,23.049531459170012,33.799196787148595,34.60776439089692
OAK,9.682749728555917,0.0,5.814467969598263,0.0,16.070236156351793,31.42650651465798,31.56745385450597
OGD,7.351851851851852,0.0,8.314814814814815,0.0,21.0,34.407407407407405,36.666666666666664
OGG,10.335415483626727,0.0,4.835888699602498,0.0,14.42949081961007,22.116978989210676,29.600795002839295
OGS,4.380281690140845,0.0,14.901408450704226,0.0,15.76056338028169,25.267605633802816,35.04225352112676
OKC,5.197495008168452,0.0,9.70756943183881,0.0,19.261935015429298,29.16500272281721,34.16699945543656
OMA,4.759232613908873,0.0,11.93285371702638,0.0,17.08872901678657,26.963549160671462,33.78081534772182
OME,3.788235294117647,0.0,8.035294117647059,0.0,21.847058823529412,27.776470588235295,33.67058823529412
ONT,5.432826869252299,0.0,7.523990403838464,0.0,21.093762495002,33.33626549380248,34.05057976809276
ORD,7.530514450292978,0.0,12.213005263680603,0.0,16.227753500844177,28.099256794782665,35.97127321481776
ORF,5.502731362467866,0.0,12.067480719794345,0.0,18.235057840616967,31.772975578406168,35.80526992287918
ORH,8.390022675736962,0.0,10.625850340136054,0.0,20.285714285714285,33.333333333333336,39.301587301587304
OTH,0.7480916030534351,0.0,9.82442748091603,0.0,32.33587786259542,41.045801526717554,42.908396946564885
OTZ,8.10377358490566,0.0,6.773584905660377,0.0,18.0188679245283,27.443396226415093,32.89622641509434
OWB,5.35,0.0,2.225,0.0,29.15,37.775,36.725
PAE,5.243609022556391,0.0,11.533834586466165,0.0,16.025563909774437,27.193984962406017,32.803007518796996
PAH,1.017467248908297,0.0,10.589519650655022,0.0,24.14410480349345,31.580786026200872,35.751091703056765
PBG,5.982578397212544,0.0,13.724738675958188,0.0,16.843205574912893,28.45993031358885,36.55052264808362
PBI,6.566727053140097,0.0,11.466334541062801,0.0,18.78472222222222,35.358997584541065,36.81778381642512
