op_unique_carrier,month,sumOfDelays
WN,05,16.80110355447196
WN,06,17.22570094298877
WN,07,15.17052101103645
WN,08,11.94156084220091
WN,09,3.3903169088775025
WN,10,8.412726775377665
WN,11,8.668375446944212
WN,12,16.4015511351858
YV,01,5.553078326478865
YV,02,10.909787816563997
YV,03,3.593218828004279
YV,04,1.8724424073574788
YV,05,4.5776409849086575
YV,06,9.817635270541082
YV,07,9.801852999003474
YV,08,9.455624646693046
YV,09,6.804367376763532
YV,10,10.56845682081883
YV,11,6.660106473353344
YV,12,11.034273616753447
YX,01,5.952214452214452
YX,02,2.9089324330288187
YX,03,1.1381434311272838
YX,04,3.145459199747952
YX,05,2.4190628024824914
YX,06,8.689154815585617
YX,07,4.087238837324778
YX,08,6.915150948686793
YX,09,-1.9940931406106364
YX,10,1.8132539147373943
YX,11,0.7083971564353325
YX,12,3.7662674689067877
ZW,01,8.447894150782734
ZW,02,6.399464939453675
ZW,03,-5.6534815681685195
ZW,04,-2.5119289487432517
ZW,05,7.060059880239521
ZW,06,15.452297483410542
ZW,07,5.05901183860836
ZW,08,3.268998943640092
ZW,09,-2.6631663475199208
ZW,10,-7.181932821277083
ZW,11,-0.14719540510815105
ZW,12,0.5729084150874414
