mkt_carrier_fl_num,delayed_elapsed_time,not_delayed_elapsed_time,no_delay - delay elapsed time
6,221.95,219.66165413533835,-2.288345864661636
9,196.4,202.05223880597015,5.652238805970143
12,200.40860215053763,217.34653465346534,16.93793250292771
13,227.33333333333334,216.0,-11.333333333333343
20,201.1145038167939,215.45454545454547,14.340041637751568
21,218.71186440677965,199.37037037037038,-19.341494036409273
24,205.75652173913045,223.41221374045801,17.655692001327566
27,131.73417721518987,167.3153153153153,35.58113810012543
28,153.06542056074767,184.11023622047244,31.044815659724776
32,152.36567164179104,193.13178294573643,40.766111303945394
34,172.05263157894737,176.86503067484662,4.812399095899252
36,192.7563025210084,179.84146341463415,-12.914839106374245
37,138.82474226804123,176.60747663551402,37.782734367472784
38,176.0392156862745,205.1917808219178,29.1525651356433
40,151.69354838709677,138.97115384615384,-12.722394540942929
41,156.55102040816325,188.2336448598131,31.682624451649843
42,150.10434782608695,140.08843537414967,-10.015912451937282
43,188.48387096774192,146.28467153284672,-42.199199434895206
44,162.18796992481202,127.61842105263158,-34.56954887218045
45,155.4431818181818,180.8235294117647,25.380347593582883
46,177.71875,163.40625,-14.3125
47,147.35897435897436,147.42105263157896,0.06207827260459453
48,177.88571428571427,135.92207792207793,-41.96363636363634
49,96.64383561643835,92.47872340425532,-4.165112212183033
52,119.975,160.90140845070422,40.92640845070423
53,173.02439024390245,215.5909090909091,42.56651884700665
54,162.74418604651163,197.6390977443609,34.89491169784927
55,106.31896551724138,92.0376569037657,-14.281308613475687
56,153.2325581395349,137.26470588235293,-15.96785225718196
57,161.625,167.16326530612244,5.53826530612244
60,118.58,108.25,-10.329999999999998
61,174.4,133.24561403508773,-41.15438596491228
62,169.76388888888889,121.53448275862068,-48.2294061302682
64,157.34074074074073,117.75098814229248,-39.58975259844824
65,154.14285714285714,116.22897196261682,-37.913885180240314
66,118.44,105.05084745762711,-13.389152542372884
67,118.7457627118644,126.19148936170212,7.445726649837724
69,187.8,155.9025974025974,-31.897402597402618
71,227.55,221.57777777777778,-5.9722222222222285
72,220.7741935483871,173.77966101694915,-46.994532531437955
73,107.8125,79.95890410958904,-27.853595890410958
74,149.93548387096774,160.71428571428572,10.778801843317979
76,164.4,212.95,48.54999999999998
77,158.88888888888889,194.14285714285714,35.25396825396825
78,207.0,146.64705882352942,-60.35294117647058
79,199.2941176470588,149.13636363636363,-50.157754010695186
80,192.46428571428572,197.65625,5.191964285714278
82,122.35,147.6216216216216,25.27162162162162
83,212.13636363636363,216.4848484848485,4.348484848484873
84,179.75757575757575,185.60526315789474,5.847687400318989
85,188.38805970149255,224.11475409836066,35.72669439686811
86,154.38095238095238,118.58064516129032,-35.80030721966206
87,189.33823529411765,198.77777777777777,9.43954248366012
88,165.14814814814815,192.4,27.251851851851853
91,161.5,147.90625,-13.59375
93,163.2,197.4,34.20000000000002
94,150.62962962962962,165.2,14.57037037037037
95,203.66666666666666,188.44444444444446,-15.2222222222222
96,204.2608695652174,183.62,-20.6408695652174
98,203.02564102564102,191.77272727272728,-11.252913752913742
99,199.33333333333334,200.0,0.6666666666666572
100,202.01694915254237,194.05555555555554,-7.961393596986824
101,203.6341463414634,167.58585858585857,-36.04828775560483
102,167.1864406779661,180.15333333333334,12.966892655367246
103,154.8090909090909,130.32888888888888,-24.48020202020203
104,160.6734693877551,139.49019607843138,-21.18327330932371
105,152.77215189873417,127.79032258064517,-24.981829318088998
106,136.17777777777778,123.52121212121212,-12.656565656565661
107,156.25396825396825,117.21951219512195,-39.0344560588463
108,159.36065573770492,130.05042016806723,-29.310235569637683
109,195.375,202.225,6.849999999999994
110,207.56521739130434,196.7462686567164,-10.818948734587934
111,200.5,163.88983050847457,-36.610169491525426
112,181.0,190.60824742268042,9.60824742268042
113,153.28,116.9074074074074,-36.372592592592596
114,140.18867924528303,120.14285714285714,-20.045822102425888
116,135.6153846153846,122.56626506024097,-13.049119555143648
117,134.69298245614036,141.92045454545453,7.227472089314176
120,160.65217391304347,162.32926829268294,1.6770943796394704
121,170.265625,157.5211267605634,-12.74449823943661
122,135.46938775510205,139.75714285714287,4.287755102040819
124,197.56666666666666,177.6158536585366,-19.95081300813007
125,154.57142857142858,106.51282051282051,-48.05860805860807
126,110.13888888888889,121.83734939759036,11.698460508701473
127,129.1216216216216,98.16363636363636,-30.957985257985257
128,178.8625,159.25190839694656,-19.61059160305345
129,170.6909090909091,174.90265486725664,4.211745776347556
130,129.7391304347826,129.18300653594773,-0.5561238988348691
131,182.86567164179104,165.98319327731093,-16.882478364480107
132,212.82258064516128,165.97520661157026,-46.847374033591024
136,206.8148148148148,177.6697247706422,-29.145090044172605
137,139.82608695652175,124.63461538461539,-15.191471571906362
138,124.2375,117.86746987951807,-6.370030120481928
139,217.320987654321,181.96363636363637,-35.35735129068462
140,154.9240506329114,149.56462585034015,-5.359424782571239
141,178.95,169.23170731707316,-9.71829268292683
142,153.08196721311475,139.48192771084337,-13.600039502271386
143,194.90540540540542,179.40650406504065,-15.498901340364768
144,144.30188679245282,154.5759493670886,10.274062574635792
145,191.85714285714286,182.66304347826087,-9.194099378881987
146,149.5,130.98529411764707,-18.514705882352928
147,154.03296703296704,115.42424242424242,-38.608724608724614
148,162.08,102.625,-59.45500000000001
149,226.74468085106383,203.50485436893203,-23.239826482131804
150,174.24242424242425,185.61,11.367575757575764
151,119.58823529411765,103.49549549549549,-16.092739798622162
152,131.64473684210526,130.28571428571428,-1.3590225563909826
153,97.36842105263158,90.84756097560975,-6.520860077021823
154,128.816091954023,111.23255813953489,-17.583533814488106
155,115.76543209876543,107.17829457364341,-8.587137525122017
